landmarks,label
"0.5814114212989807,0.5677988529205322,-5.794440767203923e-07,0.5234065055847168,0.546525239944458,-0.021070288494229317,0.46923989057540894,0.4649010896682739,-0.02817338891327381,0.44756439328193665,0.36780112981796265,-0.03654193505644798,0.46930330991744995,0.3037182092666626,-0.038670435547828674,0.5023106336593628,0.350019246339798,0.011993528343737125,0.4822508692741394,0.293822705745697,-0.02087315171957016,0.48982781171798706,0.38052788376808167,-0.035864684730768204,0.5012227296829224,0.4174500107765198,-0.040010061115026474,0.5350668430328369,0.3434527814388275,0.011022272519767284,0.5115270018577576,0.3002660274505615,-0.024167709052562714,0.51955246925354,0.40571334958076477,-0.027531394734978676,0.5332463979721069,0.42304784059524536,-0.018513763323426247,0.5680027604103088,0.34495219588279724,0.001969805220142007,0.5441579222679138,0.31249022483825684,-0.03463422507047653,0.5498704314231873,0.4150288701057434,-0.022338997572660446,0.5627233982086182,0.4308987557888031,-0.0015946237836033106,0.604634165763855,0.3500550389289856,-0.009315031580626965,0.5769742727279663,0.32846736907958984,-0.02692318893969059,0.5771353244781494,0.40027037262916565,-0.015451209619641304,0.5880328416824341,0.41669613122940063,2.3674347175983712e-05",Fist
"0.5692563056945801,0.5541554093360901,-5.375003411245416e-07,0.513218104839325,0.5385537147521973,-0.02156001888215542,0.4581913650035858,0.4617277979850769,-0.031456444412469864,0.43423348665237427,0.3642527759075165,-0.04285174608230591,0.4624331295490265,0.3106325566768646,-0.048101212829351425,0.4862133860588074,0.3412758708000183,0.00794044230133295,0.4667406380176544,0.27867287397384644,-0.028304316103458405,0.47381162643432617,0.36335739493370056,-0.04495002701878548,0.485138475894928,0.40474367141723633,-0.04957782104611397,0.5203834176063538,0.3350051939487457,0.006127728149294853,0.4983830451965332,0.28539618849754333,-0.032462820410728455,0.5064212679862976,0.39242827892303467,-0.036500170826911926,0.5178940892219543,0.41538548469543457,-0.0269838385283947,0.5544599294662476,0.33654212951660156,-0.0036262802314013243,0.5316720008850098,0.298179566860199,-0.04210078716278076,0.5376900434494019,0.40184319019317627,-0.029588714241981506,0.5485711097717285,0.4227920174598694,-0.007924044504761696,0.5920873284339905,0.3421013057231903,-0.015617637895047665,0.5654887557029724,0.3170034885406494,-0.03439779952168465,0.5664458274841309,0.38834381103515625,-0.023142190650105476,0.5753583312034607,0.40782687067985535,-0.007329306565225124",Fist
"0.5579829812049866,0.5664005279541016,-5.972190706415859e-07,0.5023720264434814,0.5471702814102173,-0.016953561455011368,0.44687405228614807,0.4659913182258606,-0.026194516569375992,0.42651742696762085,0.3676470220088959,-0.038004450500011444,0.45763784646987915,0.3243689239025116,-0.04401383176445961,0.48012495040893555,0.34214627742767334,0.006434685550630093,0.45584025979042053,0.2840738296508789,-0.026986969634890556,0.4623844027519226,0.3692762553691864,-0.04006500169634819,0.47468361258506775,0.40250885486602783,-0.04351653903722763,0.5134952068328857,0.33375757932662964,0.0015423992881551385,0.486772358417511,0.297120600938797,-0.03347296267747879,0.49603497982025146,0.4049035906791687,-0.032496508210897446,0.5096136927604675,0.41533327102661133,-0.021233834326267242,0.5477833151817322,0.33554816246032715,-0.01090062502771616,0.5189703106880188,0.3169269561767578,-0.04563230276107788,0.5261285305023193,0.41961485147476196,-0.030324336141347885,0.5403050780296326,0.42693138122558594,-0.009160799905657768,0.585793137550354,0.34281277656555176,-0.025509441271424294,0.55097496509552,0.33365586400032043,-0.04092996567487717,0.5519871115684509,0.403854101896286,-0.02874569036066532,0.5652866959571838,0.41262197494506836,-0.014199940487742424",Fist
"0.5391325354576111,0.5833333134651184,-5.211149982642382e-07,0.48141270875930786,0.505611777305603,0.01043497584760189,0.4482243061065674,0.4257625937461853,-0.0002652114490047097,0.4262792468070984,0.3643920421600342,-0.019420137628912926,0.43149811029434204,0.3169058859348297,-0.034269992262125015,0.5224707722663879,0.30090057849884033,0.015421682968735695,0.45916202664375305,0.2622191309928894,-0.011461536400020123,0.45488056540489197,0.3381164073944092,-0.024517003446817398,0.4724794328212738,0.36253249645233154,-0.03135683014988899,0.5424761176109314,0.3118455708026886,-0.006751488894224167,0.4657856822013855,0.2965887486934662,-0.034972019493579865,0.4657518267631531,0.37695783376693726,-0.034958481788635254,0.4899670481681824,0.387645423412323,-0.029838265851140022,0.5538209080696106,0.34010112285614014,-0.03258706256747246,0.4762522578239441,0.3417537808418274,-0.05427728593349457,0.47812068462371826,0.4172329604625702,-0.039316870272159576,0.5033021569252014,0.42375585436820984,-0.02623233012855053,0.5561497807502747,0.3796880543231964,-0.059291329234838486,0.4911600649356842,0.3929406404495239,-0.07118154317140579,0.4945079982280731,0.442217618227005,-0.06308583915233612,0.5185335874557495,0.4504533112049103,-0.054623957723379135",Fist
"0.5319179892539978,0.594595730304718,-4.537144491223444e-07,0.4783240854740143,0.4845125377178192,0.03200378268957138,0.4562923014163971,0.4070914685726166,0.02239890582859516,0.4349800646305084,0.34698209166526794,0.002721223048865795,0.43250930309295654,0.30691155791282654,-0.015538359060883522,0.5370956659317017,0.30825275182724,0.004995240829885006,0.46686989068984985,0.26855963468551636,-0.00899626687169075,0.4604075849056244,0.3318638503551483,-0.010891891084611416,0.4756944477558136,0.3463021218776703,-0.013122637756168842,0.5403788089752197,0.3384651839733124,-0.026776285842061043,0.45410460233688354,0.30980128049850464,-0.04073599353432655,0.4539697468280792,0.3776031732559204,-0.03267194330692291,0.476895272731781,0.38658490777015686,-0.028260843828320503,0.5323328375816345,0.37673869729042053,-0.05700724199414253,0.45107001066207886,0.36335664987564087,-0.06077943369746208,0.4553676247596741,0.42748549580574036,-0.04149206727743149,0.4791302978992462,0.43503403663635254,-0.03411828726530075,0.5183454751968384,0.4161979854106903,-0.08596927672624588,0.4550897777080536,0.42124906182289124,-0.08343852311372757,0.462044358253479,0.4653804898262024,-0.07072407752275467,0.48485836386680603,0.4717962145805359,-0.06475923210382462",Fist
"0.5182346105575562,0.5596762299537659,-3.3680453270790167e-07,0.47468051314353943,0.505436897277832,-0.01011282205581665,0.44151291251182556,0.406891793012619,-0.01657850667834282,0.42421144247055054,0.33097609877586365,-0.026631709188222885,0.42560726404190063,0.26526767015457153,-0.035088226199150085,0.494796484708786,0.3089885115623474,0.011025584302842617,0.4884066581726074,0.22019129991531372,-0.012965267524123192,0.46514442563056946,0.2118879109621048,-0.030719934031367302,0.45091044902801514,0.2324286848306656,-0.038805898278951645,0.5229965448379517,0.3121570944786072,0.004215050954371691,0.5130481123924255,0.2171870470046997,-0.02233682945370674,0.4884207248687744,0.25929415225982666,-0.03426923602819443,0.4825526177883148,0.31625303626060486,-0.03377990797162056,0.551944375038147,0.3299645483493805,-0.007206826936453581,0.5369099378585815,0.24679966270923615,-0.03259821608662605,0.51125568151474,0.3029036819934845,-0.03149036318063736,0.5074477195739746,0.3618646562099457,-0.021716902032494545,0.5822693109512329,0.36140626668930054,-0.019916921854019165,0.5623519420623779,0.29539600014686584,-0.03602496534585953,0.537926435470581,0.33539333939552307,-0.03135369345545769,0.5323688387870789,0.3853065073490143,-0.021947279572486877",Open Hand
"0.5561607480049133,0.5527571439743042,4.135511915137613e-07,0.4962143301963806,0.5095231533050537,-0.023379480466246605,0.44841688871383667,0.41480809450149536,-0.03344441577792168,0.4196925759315491,0.3364957571029663,-0.04182366654276848,0.3917974829673767,0.283576637506485,-0.0498417392373085,0.49165406823158264,0.27670297026634216,-0.017062034457921982,0.4709094762802124,0.16873902082443237,-0.03499291092157364,0.460421085357666,0.09657992422580719,-0.05072017014026642,0.4542660117149353,0.03434258699417114,-0.06289812177419662,0.5335588455200195,0.26136866211891174,-0.020687315613031387,0.5311679840087891,0.13840033113956451,-0.03590257465839386,0.5313000082969666,0.05320775508880615,-0.050609130412340164,0.5318551659584045,-0.016971230506896973,-0.061498794704675674,0.5738818049430847,0.27407264709472656,-0.02817026898264885,0.5757558941841125,0.1596328616142273,-0.047008395195007324,0.5755285024642944,0.08513309061527252,-0.060600265860557556,0.5740018486976624,0.0196591317653656,-0.06981641054153442,0.6139041185379028,0.31025898456573486,-0.037745151668787,0.6344113349914551,0.2271403968334198,-0.055591970682144165,0.6436468958854675,0.16931751370429993,-0.06402136385440826,0.6482180953025818,0.11555609107017517,-0.06946641206741333",Open Hand
"0.5574845671653748,0.5787692666053772,3.206115763987327e-07,0.4971259534358978,0.5304892063140869,-0.019121455028653145,0.44702789187431335,0.43251731991767883,-0.02551168203353882,0.4154478907585144,0.356479287147522,-0.03106212243437767,0.38392382860183716,0.31791210174560547,-0.03675132989883423,0.48819392919540405,0.2951772212982178,-0.010415694676339626,0.46454963088035583,0.1888359636068344,-0.02600419707596302,0.45274457335472107,0.11744625866413116,-0.039994291961193085,0.44617971777915955,0.055605947971343994,-0.05120287835597992,0.530036985874176,0.27690577507019043,-0.014875611290335655,0.5226017832756042,0.1581779569387436,-0.026968954131007195,0.5211300253868103,0.08272244036197662,-0.0383681058883667,0.5213802456855774,0.018840759992599487,-0.04748430848121643,0.5710493922233582,0.2866211533546448,-0.023240651935338974,0.5695211887359619,0.17448373138904572,-0.03923039138317108,0.566314697265625,0.10129311680793762,-0.0500575453042984,0.563127875328064,0.036845892667770386,-0.05834830179810524,0.611431896686554,0.32047760486602783,-0.03366599977016449,0.6311230063438416,0.24110525846481323,-0.04886215925216675,0.6411382555961609,0.18559230864048004,-0.055522724986076355,0.6478717923164368,0.13230301439762115,-0.060604277998209",Open Hand
"0.5578417181968689,0.5812236070632935,3.2540395977775916e-07,0.4973667562007904,0.5356400609016418,-0.01898297667503357,0.4457400441169739,0.4373559355735779,-0.025413822382688522,0.41228610277175903,0.3621586561203003,-0.03097940981388092,0.37912219762802124,0.32716065645217896,-0.036742229014635086,0.48523926734924316,0.2984434962272644,-0.010906531475484371,0.46029403805732727,0.19419270753860474,-0.02658713050186634,0.44793784618377686,0.1249261200428009,-0.04066123813390732,0.44078007340431213,0.0645560622215271,-0.05187072977423668,0.527163028717041,0.2788458466529846,-0.015470265410840511,0.5186948776245117,0.1594328135251999,-0.02751665934920311,0.5163291096687317,0.08262348175048828,-0.038963597267866135,0.5156089067459106,0.01713472604751587,-0.04808163642883301,0.5685279369354248,0.28834325075149536,-0.02384333312511444,0.5657213926315308,0.17668665945529938,-0.03975521773099899,0.5615867972373962,0.105160653591156,-0.05054473504424095,0.5574158430099487,0.04180625081062317,-0.058696452528238297,0.6093339920043945,0.3225015699863434,-0.03422834724187851,0.6278703808784485,0.2415476143360138,-0.04935668036341667,0.6371508836746216,0.18628238141536713,-0.05584125220775604,0.6431983709335327,0.1328166127204895,-0.06068989261984825",Open Hand
"0.548352837562561,0.6438694596290588,3.1470423778046097e-07,0.48750385642051697,0.5970510840415955,-0.017588656395673752,0.43446046113967896,0.5011851787567139,-0.02373136393725872,0.4004424214363098,0.4228469133377075,-0.029532501474022865,0.36679327487945557,0.3879246711730957,-0.03582650050520897,0.47468480467796326,0.3655282258987427,-0.00992942601442337,0.447388231754303,0.25814947485923767,-0.02512313239276409,0.4339657425880432,0.1900070160627365,-0.038209158927202225,0.4262603521347046,0.13170400261878967,-0.048559464514255524,0.5146668553352356,0.34494081139564514,-0.015374603681266308,0.5029740929603577,0.2165912389755249,-0.028350820764899254,0.4973645806312561,0.1351654827594757,-0.04121743142604828,0.49434566497802734,0.06749740242958069,-0.051054734736680984,0.554711103439331,0.3522399961948395,-0.024341784417629242,0.5491080284118652,0.23259951174259186,-0.041049063205718994,0.5444046854972839,0.1589265763759613,-0.053933292627334595,0.5401768684387207,0.09654036164283752,-0.06328863650560379,0.5949775576591492,0.38220667839050293,-0.03506068140268326,0.6128227710723877,0.2998133897781372,-0.05048477277159691,0.6230660080909729,0.24288664758205414,-0.05818774551153183,0.6308522820472717,0.19073444604873657,-0.06387750804424286",Open Hand
"0.5547966361045837,0.6709647178649902,3.346681580751465e-07,0.4962926506996155,0.6274242997169495,-0.019553499296307564,0.44494450092315674,0.5347261428833008,-0.026983680203557014,0.41217148303985596,0.4586549997329712,-0.03360423818230629,0.3784758746623993,0.4226265549659729,-0.0405445396900177,0.48048338294029236,0.39292898774147034,-0.012276784516870975,0.45363563299179077,0.2877734899520874,-0.02816256321966648,0.43960028886795044,0.21947456896305084,-0.04180138185620308,0.43119779229164124,0.16029605269432068,-0.05270951986312866,0.5196830630302429,0.37171077728271484,-0.01744004525244236,0.508456289768219,0.2452152967453003,-0.031146937981247902,0.5028218030929565,0.1626996397972107,-0.044462915509939194,0.4993445873260498,0.0939546525478363,-0.05465156212449074,0.5591886639595032,0.37972491979599,-0.02630358189344406,0.553938090801239,0.2604905068874359,-0.044027261435985565,0.5494630336761475,0.1853981465101242,-0.05739365145564079,0.5452282428741455,0.1202830970287323,-0.06705670803785324,0.5989823937416077,0.41135042905807495,-0.03705095872282982,0.6171469688415527,0.32838955521583557,-0.05375504866242409,0.6271019577980042,0.26943355798721313,-0.06234646961092949,0.6340486407279968,0.21436819434165955,-0.06866014748811722",Open Hand
"0.5276100039482117,0.6547029614448547,3.624083149134094e-07,0.47701242566108704,0.5968658924102783,-0.011069505475461483,0.44809892773628235,0.49523529410362244,-0.014355058781802654,0.4377669394016266,0.41636374592781067,-0.018337009474635124,0.42127329111099243,0.3679102659225464,-0.023118991404771805,0.48163193464279175,0.366495817899704,-0.009447338990867138,0.4731474220752716,0.2599799335002899,-0.02523978427052498,0.46938079595565796,0.1920689344406128,-0.03825867176055908,0.46934932470321655,0.13412031531333923,-0.0484316311776638,0.5111815333366394,0.36162444949150085,-0.01830318383872509,0.512873649597168,0.23506781458854675,-0.03357929736375809,0.5161357522010803,0.15027323365211487,-0.048140253871679306,0.5211077332496643,0.07918798923492432,-0.059005796909332275,0.5389904975891113,0.38292428851127625,-0.029896730557084084,0.5510002374649048,0.26455965638160706,-0.04910006746649742,0.557852029800415,0.1865537017583847,-0.06550552695989609,0.563635528087616,0.1172952950000763,-0.07744891941547394,0.5653483271598816,0.42623984813690186,-0.04252701625227928,0.5953524112701416,0.3520863354206085,-0.06340780854225159,0.6123095750808716,0.29352664947509766,-0.07665158808231354,0.6267456412315369,0.23711839318275452,-0.08602500706911087",Open Hand
"0.5096301436424255,0.6407901048660278,3.1445725312551076e-07,0.46313369274139404,0.57716965675354,0.0013124893885105848,0.4463754892349243,0.4843566119670868,-0.0026497961953282356,0.44262802600860596,0.42221200466156006,-0.010768741369247437,0.43239790201187134,0.36912012100219727,-0.02084573544561863,0.4656994044780731,0.3588162362575531,-0.003772966330870986,0.46245989203453064,0.2492893934249878,-0.021024875342845917,0.46068522334098816,0.18176284432411194,-0.035448383539915085,0.46187278628349304,0.12291032075881958,-0.04659273847937584,0.4855607748031616,0.3583836853504181,-0.020709548145532608,0.4872252941131592,0.22901567816734314,-0.0380132794380188,0.49056336283683777,0.144540935754776,-0.05469198152422905,0.4961038827896118,0.07215970754623413,-0.06734054535627365,0.5043803453445435,0.38100188970565796,-0.03909984976053238,0.5123292207717896,0.2571234107017517,-0.05658040568232536,0.5181649923324585,0.17917098104953766,-0.07157570868730545,0.5230539441108704,0.10992872714996338,-0.08303701132535934,0.5226870775222778,0.4237726330757141,-0.05772087350487709,0.5375785231590271,0.33421358466148376,-0.07375720888376236,0.5442400574684143,0.2690706253051758,-0.08348728716373444,0.5488575100898743,0.20940902829170227,-0.09147366136312485",Open Hand
"0.5072396993637085,0.6247130632400513,3.662547385374637e-07,0.45957353711128235,0.5533977746963501,0.021472971886396408,0.4538314640522003,0.4589520990848541,0.026596078649163246,0.4603066146373749,0.39251384139060974,0.024537468329072,0.46380460262298584,0.33469271659851074,0.02040882222354412,0.4631726145744324,0.3674212098121643,0.022419966757297516,0.4630773365497589,0.25057876110076904,0.01421514805406332,0.46390238404273987,0.17141388356685638,0.0053847781382501125,0.4684488773345947,0.10162106156349182,-0.0011688809609040618,0.4725879728794098,0.3671189248561859,0.001879741670563817,0.4650495946407318,0.24016620218753815,-0.007593850139528513,0.46423569321632385,0.1509568691253662,-0.01684403233230114,0.4680851697921753,0.07383525371551514,-0.024269411340355873,0.4772576093673706,0.3791281580924988,-0.018754491582512856,0.46973350644111633,0.2542584240436554,-0.02629808895289898,0.46783778071403503,0.16964860260486603,-0.03166474029421806,0.4710850119590759,0.10284879803657532,-0.03677689656615257,0.47527438402175903,0.39526134729385376,-0.038471464067697525,0.4679321348667145,0.2996642291545868,-0.043144263327121735,0.46609553694725037,0.23486435413360596,-0.04432709142565727,0.46768203377723694,0.18027521669864655,-0.04678250104188919",Open Hand
"0.4323316812515259,0.6618208289146423,4.7304283157245663e-07,0.46093955636024475,0.5687826871871948,0.010760175995528698,0.47019752860069275,0.47581079602241516,0.0069302646443247795,0.48125752806663513,0.4025983512401581,0.0020748875103890896,0.5021690130233765,0.3562489151954651,-0.005686933174729347,0.43947073817253113,0.4117012321949005,-0.03065214492380619,0.4363226890563965,0.27893948554992676,-0.04738685488700867,0.4342525899410248,0.1956973820924759,-0.05443771183490753,0.43426012992858887,0.1325492560863495,-0.05794854089617729,0.4073749780654907,0.4240035116672516,-0.04404019936919212,0.3900911808013916,0.2726407051086426,-0.06307919323444366,0.378348171710968,0.1758134365081787,-0.07122856378555298,0.37132498621940613,0.10327789187431335,-0.07606709003448486,0.37473008036613464,0.4567602574825287,-0.05381270498037338,0.35535353422164917,0.31633031368255615,-0.07106190919876099,0.3458643853664398,0.22355034947395325,-0.08086168766021729,0.342930406332016,0.15448632836341858,-0.0867137461900711,0.34229186177253723,0.5064390897750854,-0.060544200241565704,0.3154052197933197,0.41044920682907104,-0.07706034928560257,0.3021073043346405,0.3463066518306732,-0.08370281010866165,0.2939661145210266,0.2902541756629944,-0.08683377504348755",Open Hand
"0.3832812011241913,0.6742737889289856,4.6478220383505686e-07,0.4301191568374634,0.5837096571922302,-0.00030206909286789596,0.45165395736694336,0.49402502179145813,-0.00915458332747221,0.4751121997833252,0.41540947556495667,-0.01789066381752491,0.5029035806655884,0.36993059515953064,-0.028978517279028893,0.4055764973163605,0.4147483706474304,-0.03570261970162392,0.4093796908855438,0.28282713890075684,-0.05061870440840721,0.4071831703186035,0.20012123882770538,-0.056717291474342346,0.4048062264919281,0.13861238956451416,-0.06104167178273201,0.3652093708515167,0.4248185157775879,-0.04468617960810661,0.3475401699542999,0.27791160345077515,-0.06309917569160461,0.33384811878204346,0.18604913353919983,-0.07142222672700882,0.32374078035354614,0.11811885237693787,-0.07700778543949127,0.3298880457878113,0.4577668607234955,-0.05114862695336342,0.31192854046821594,0.3233420252799988,-0.06853226572275162,0.3003821074962616,0.23709800839424133,-0.07966221123933792,0.29216086864471436,0.17177918553352356,-0.08696931600570679,0.3009839653968811,0.5058807730674744,-0.05580129846930504,0.27241259813308716,0.41768988966941833,-0.0736350417137146,0.25361326336860657,0.3615325689315796,-0.08228424936532974,0.23714536428451538,0.31229937076568604,-0.08685660362243652",Open Hand
"0.37424683570861816,0.6841702461242676,4.4077432903577574e-07,0.4259165823459625,0.5975282192230225,-0.0021346646826714277,0.4521563649177551,0.5116609334945679,-0.010977884754538536,0.47763562202453613,0.4332343339920044,-0.019513506442308426,0.5070716142654419,0.39198043942451477,-0.03049584850668907,0.40284544229507446,0.42920446395874023,-0.03375556319952011,0.4064122140407562,0.2993735671043396,-0.04784252494573593,0.4055318534374237,0.21940554678440094,-0.05494288355112076,0.4042356014251709,0.15614554286003113,-0.06054848060011864,0.362112432718277,0.4373745322227478,-0.04155779257416725,0.34663498401641846,0.29358571767807007,-0.0586833693087101,0.3345980942249298,0.20094932615756989,-0.06916294246912003,0.3258739411830902,0.13095244765281677,-0.07714144140481949,0.32722553610801697,0.4674551486968994,-0.04700879007577896,0.3110809922218323,0.3367966413497925,-0.06322479993104935,0.30334779620170593,0.2520456314086914,-0.07521621882915497,0.2986924350261688,0.18585261702537537,-0.08385308086872101,0.29894575476646423,0.5095763802528381,-0.051007434725761414,0.2727554440498352,0.41919511556625366,-0.06839672476053238,0.2576765716075897,0.36268359422683716,-0.07774746417999268,0.2453756481409073,0.3097938895225525,-0.08340156823396683",Open Hand
"0.36651360988616943,0.6939194798469543,4.523098482422938e-07,0.4228815734386444,0.6160077452659607,-0.007703613955527544,0.4516049921512604,0.5331488251686096,-0.018031014129519463,0.4749165177345276,0.45351967215538025,-0.02667982131242752,0.5039029717445374,0.4109480381011963,-0.03757365792989731,0.39851003885269165,0.447426438331604,-0.03839560225605965,0.4038224220275879,0.3178410828113556,-0.05274214223027229,0.40346798300743103,0.237917959690094,-0.060493119060993195,0.40206649899482727,0.1747526228427887,-0.06645597517490387,0.3569428622722626,0.4549367129802704,-0.042330849915742874,0.3458269238471985,0.3130243718624115,-0.05696173757314682,0.3357212245464325,0.22267307341098785,-0.0657702311873436,0.3283604085445404,0.153974711894989,-0.07304355502128601,0.3229597210884094,0.48215967416763306,-0.044434238225221634,0.3100679814815521,0.3511938452720642,-0.058257345110177994,0.3028601109981537,0.2665257453918457,-0.06923968344926834,0.29825395345687866,0.20123735070228577,-0.07779596745967865,0.29696232080459595,0.5202993750572205,-0.0457545705139637,0.2751806378364563,0.4304790794849396,-0.06156017631292343,0.262423038482666,0.3725138306617737,-0.07061228901147842,0.25286757946014404,0.32018548250198364,-0.07630075514316559",Open Hand
"0.3643164038658142,0.7012822031974792,4.1300165776192443e-07,0.4207245409488678,0.624526858329773,-0.008706782944500446,0.449638307094574,0.5369101166725159,-0.01839577779173851,0.47091352939605713,0.45693737268447876,-0.026360902935266495,0.5000243782997131,0.4174603819847107,-0.03647616133093834,0.3957255482673645,0.45484381914138794,-0.038157444447278976,0.4000909924507141,0.32407355308532715,-0.052537497133016586,0.4001736342906952,0.243068665266037,-0.06034647300839424,0.3994436264038086,0.18046751618385315,-0.06628606468439102,0.3546348214149475,0.4622623026371002,-0.041624706238508224,0.3421092629432678,0.32533693313598633,-0.0547717809677124,0.33235010504722595,0.2385617345571518,-0.06276858597993851,0.3258735239505768,0.17363259196281433,-0.06979047507047653,0.32078149914741516,0.48815351724624634,-0.04368748143315315,0.3096444010734558,0.3598933815956116,-0.05717739835381508,0.30536705255508423,0.27654534578323364,-0.06882618367671967,0.3031083345413208,0.2131788432598114,-0.07796581089496613,0.29438984394073486,0.5249290466308594,-0.04511338472366333,0.2732791602611542,0.4349253177642822,-0.06112782284617424,0.2602156102657318,0.3754322826862335,-0.07100111246109009,0.25050243735313416,0.323042631149292,-0.07738378643989563",Open Hand
"0.3610374927520752,0.7029003500938416,4.4874045102005766e-07,0.41567298769950867,0.6275267004966736,-0.009399213828146458,0.44354021549224854,0.5423434376716614,-0.02034657634794712,0.465214341878891,0.46097666025161743,-0.029381798580288887,0.4945096969604492,0.4192924499511719,-0.040367159992456436,0.38879913091659546,0.45525744557380676,-0.03841700404882431,0.3924151360988617,0.32625606656074524,-0.05254875868558884,0.3909989297389984,0.24779543280601501,-0.06023881584405899,0.38864752650260925,0.18624457716941833,-0.0663122683763504,0.3480722904205322,0.46486610174179077,-0.04194745793938637,0.33559608459472656,0.32782620191574097,-0.056334566324949265,0.32497769594192505,0.23964090645313263,-0.0655008926987648,0.3163313865661621,0.17142385244369507,-0.07335799187421799,0.3147146701812744,0.49425140023231506,-0.043972939252853394,0.30017274618148804,0.3697950839996338,-0.05793600529432297,0.29331785440444946,0.2847662568092346,-0.07022865861654282,0.28891751170158386,0.2188422977924347,-0.07991771399974823,0.28858423233032227,0.5342826247215271,-0.04537339508533478,0.2633625864982605,0.45055797696113586,-0.061040379106998444,0.24840746819972992,0.39316660165786743,-0.07104368507862091,0.2373926043510437,0.3413402736186981,-0.07773328572511673",Open Hand
"0.3570258617401123,0.7244748473167419,4.5716890895164397e-07,0.4105873107910156,0.6449546217918396,-0.008572056889533997,0.4374311566352844,0.5569609999656677,-0.01978556253015995,0.45856186747550964,0.4760381579399109,-0.029384776949882507,0.48669958114624023,0.43274030089378357,-0.041382718831300735,0.3787959814071655,0.4799342155456543,-0.041305191814899445,0.3822096884250641,0.3494352400302887,-0.05855264142155647,0.3811855614185333,0.2689187824726105,-0.06802342087030411,0.3797587454319,0.2048262059688568,-0.07504720240831375,0.3387359082698822,0.4911331832408905,-0.04649525135755539,0.3273022174835205,0.35050398111343384,-0.06334516406059265,0.31755438446998596,0.2589043378829956,-0.07349391281604767,0.31031984090805054,0.1870383322238922,-0.08172864466905594,0.3063114583492279,0.5214441418647766,-0.05019513517618179,0.2909289598464966,0.39421921968460083,-0.06747238337993622,0.28492653369903564,0.30765730142593384,-0.08047706633806229,0.28173011541366577,0.2381824553012848,-0.09015873074531555,0.282219797372818,0.5616024136543274,-0.05301521718502045,0.25348982214927673,0.477952241897583,-0.07221248000860214,0.23921245336532593,0.4189128577709198,-0.08337321877479553,0.2302102893590927,0.36270660161972046,-0.09050464630126953",Open Hand
"0.35560399293899536,0.73396235704422,4.6223198069128557e-07,0.4103790521621704,0.654547929763794,-0.010279030539095402,0.43661177158355713,0.5697633624076843,-0.020871318876743317,0.4539397060871124,0.49104392528533936,-0.02965601161122322,0.4790719449520111,0.44667625427246094,-0.04031195119023323,0.3772394061088562,0.4887063503265381,-0.03625505790114403,0.379885733127594,0.36250418424606323,-0.05116167291998863,0.37758392095565796,0.2840036451816559,-0.060374993830919266,0.3738406300544739,0.22154584527015686,-0.06721710413694382,0.3355390727519989,0.49946561455726624,-0.03932414948940277,0.32355615496635437,0.36650770902633667,-0.05298995599150658,0.3127003610134125,0.2795019745826721,-0.06210638955235481,0.3037714660167694,0.21114662289619446,-0.06965604424476624,0.3014543950557709,0.5282360315322876,-0.04121049493551254,0.2892584800720215,0.40450018644332886,-0.054231271147727966,0.282340407371521,0.32357314229011536,-0.06458812952041626,0.277198851108551,0.25976043939590454,-0.07271752506494522,0.2752254605293274,0.5676998496055603,-0.04280204698443413,0.25035154819488525,0.48408031463623047,-0.05753258615732193,0.23702797293663025,0.42600369453430176,-0.06552339345216751,0.2282613068819046,0.37419331073760986,-0.0704205185174942",Open Hand
"0.36098435521125793,0.7413914799690247,4.798066584044136e-07,0.4141497015953064,0.6628705263137817,-0.008595872670412064,0.43989935517311096,0.5811827182769775,-0.01913541927933693,0.45672786235809326,0.4990205764770508,-0.027600549161434174,0.48231229186058044,0.4522109627723694,-0.03763624653220177,0.382504940032959,0.4999089539051056,-0.0372486338019371,0.38507312536239624,0.3720633089542389,-0.05163678526878357,0.38259103894233704,0.29319292306900024,-0.059462130069732666,0.3789936900138855,0.23070228099822998,-0.06505223363637924,0.3409220278263092,0.5094377994537354,-0.039942946285009384,0.3284492492675781,0.3728146255016327,-0.05486151948571205,0.316862553358078,0.2845650911331177,-0.06322880834341049,0.3077138662338257,0.21698862314224243,-0.06959113478660583,0.3072916865348816,0.536810040473938,-0.04086791351437569,0.2925770580768585,0.4136148691177368,-0.05405067279934883,0.2863084077835083,0.3331407606601715,-0.06283508986234665,0.2826453447341919,0.27043431997299194,-0.06929900497198105,0.28155839443206787,0.5742395520210266,-0.04120686277747154,0.25698885321617126,0.4889524579048157,-0.05453721806406975,0.24487367272377014,0.4323512017726898,-0.061017002910375595,0.23730051517486572,0.38018476963043213,-0.06467907130718231",Open Hand
